"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-123.30","49.11","SANDHEADS CS","1107010","2021-01-01 00:00","2021","01","01","00:00","","6.5","","6.1","","97","","","","12","","15","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-01-01 01:00","2021","01","01","01:00","","6.5","","6.1","","97","","","","13","","18","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-01-01 02:00","2021","01","01","02:00","","6.4","","6.0","","97","","","","9","","17","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-01-01 03:00","2021","01","01","03:00","","6.3","","5.9","","98","","","","10","","21","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-01-01 04:00","2021","01","01","04:00","","6.3","","6.0","","98","","","","9","","21","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-01-01 05:00","2021","01","01","05:00","","6.3","","6.0","","98","","","","9","","23","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-01-01 06:00","2021","01","01","06:00","","6.7","","6.5","","98","","","","11","","20","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-01-01 07:00","2021","01","01","07:00","","7.2","","7.0","","98","","","","10","","23","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-01-01 08:00","2021","01","01","08:00","","7.3","","7.0","","98","","","","9","","23","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-01-01 09:00","2021","01","01","09:00","","7.2","","6.9","","98","","","","10","","29","","","","","","","","","","NA"
