"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 00:00","2021","10","01","00:00","","13.7","","11.0","","84","","","","19","","36","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 01:00","2021","10","01","01:00","","13.2","","11.5","","89","","","","18","","30","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 02:00","2021","10","01","02:00","","13.1","","11.2","","88","","","","19","","29","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 03:00","2021","10","01","03:00","","12.6","","11.3","","92","","","","17","","21","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 04:00","2021","10","01","04:00","","12.7","","11.4","","92","","","","18","","24","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 05:00","2021","10","01","05:00","","12.6","","11.4","","92","","","","9","","12","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 06:00","2021","10","01","06:00","","12.2","","11.1","","93","","","","14","","14","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 07:00","2021","10","01","07:00","","12.1","","11.1","","94","","","","11","","15","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 08:00","2021","10","01","08:00","","12.2","","10.9","","92","","","","13","","10","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 09:00","2021","10","01","09:00","","11.7","","11.0","","96","","","","11","","11","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 10:00","2021","10","01","10:00","","11.5","","10.9","","97","","","","8","","15","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 11:00","2021","10","01","11:00","","11.6","","10.9","","95","","","","11","","15","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 12:00","2021","10","01","12:00","","11.6","","10.5","","93","","","","13","","12","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 13:00","2021","10","01","13:00","","11.5","","10.5","","93","","","","6","","9","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 14:00","2021","10","01","14:00","","11.3","","10.3","","94","","","","9","","10","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 15:00","2021","10","01","15:00","","11.5","","10.3","","93","","","","6","","7","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 16:00","2021","10","01","16:00","","11.9","","10.0","","88","","","","4","","8","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 17:00","2021","10","01","17:00","","11.7","","10.1","","90","","","","8","","3","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2021-10-01 18:00","2021","10","01","18:00","","12.0","","10.5","","91","","","","","","0","","","","","","","","","","NA"
