"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 00:00","2022","04","01","00:00","","9.6","","1.5","","57","","","","19","","14","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 01:00","2022","04","01","01:00","","10.9","","2.6","","57","","","","17","","12","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 02:00","2022","04","01","02:00","","9.9","","4.2","","67","","","","17","","14","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 03:00","2022","04","01","03:00","","8.5","","4.3","","75","","","","17","","12","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 04:00","2022","04","01","04:00","","9.0","","4.5","","74","","","","19","","13","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 05:00","2022","04","01","05:00","","8.4","","4.9","","78","","","","17","","9","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 06:00","2022","04","01","06:00","","8.1","","3.4","","72","","","","9","","10","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 07:00","2022","04","01","07:00","","7.8","","4.4","","79","","","","10","","16","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 08:00","2022","04","01","08:00","","7.7","","5.2","","84","","","","9","","16","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 09:00","2022","04","01","09:00","","7.3","","4.1","","80","","","","10","","20","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 10:00","2022","04","01","10:00","","6.7","","4.2","","84","","","","10","","21","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 11:00","2022","04","01","11:00","","6.4","","4.1","","85","","","","9","","23","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 12:00","2022","04","01","12:00","","6.3","","3.8","","84","","","","9","","23","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 13:00","2022","04","01","13:00","","6.5","","4.0","","84","","","","9","","25","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 14:00","2022","04","01","14:00","","6.8","","3.8","","81","","","","11","","28","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 15:00","2022","04","01","15:00","","7.1","","4.0","","81","","","","12","","25","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 16:00","2022","04","01","16:00","","7.4","","3.4","","76","","","","13","","26","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 17:00","2022","04","01","17:00","","7.6","","3.7","","76","","","","15","","25","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 18:00","2022","04","01","18:00","","7.7","","3.7","","76","","","","14","","25","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 19:00","2022","04","01","19:00","","7.8","","4.0","","77","","","","13","","29","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 20:00","2022","04","01","20:00","","7.9","","3.7","","75","","","","14","","28","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 21:00","2022","04","01","21:00","","7.8","","4.2","","78","","","","15","","26","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 22:00","2022","04","01","22:00","","8.1","","3.5","","73","","","","14","","20","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-01 23:00","2022","04","01","23:00","","8.2","","3.6","","73","","","","13","","16","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 00:00","2022","04","02","00:00","","8.1","","4.0","","75","","","","13","","18","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 01:00","2022","04","02","01:00","","7.9","","5.0","","82","","","","13","","16","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 02:00","2022","04","02","02:00","","7.5","","5.6","","88","","","","11","","15","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 03:00","2022","04","02","03:00","","7.4","","5.7","","89","","","","10","","16","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 04:00","2022","04","02","04:00","","7.1","","5.9","","92","","","","8","","18","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 05:00","2022","04","02","05:00","","7.4","","4.8","","84","","","","8","","19","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 06:00","2022","04","02","06:00","","7.2","","5.4","","88","","","","11","","19","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 07:00","2022","04","02","07:00","","7.0","","5.4","","89","","","","10","","21","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 08:00","2022","04","02","08:00","","7.0","","5.6","","91","","","","11","","17","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 09:00","2022","04","02","09:00","","6.9","","5.8","","92","","","","11","","13","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 10:00","2022","04","02","10:00","","7.1","","5.4","","89","","","","16","","5","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 11:00","2022","04","02","11:00","","7.8","","3.2","","73","","","","25","","22","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 12:00","2022","04","02","12:00","","7.9","","3.1","","72","","","","25","","15","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 13:00","2022","04","02","13:00","","7.9","","3.0","","71","","","","28","","18","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 14:00","2022","04","02","14:00","","8.0","","2.0","","66","","","","28","","17","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 15:00","2022","04","02","15:00","","7.8","","1.9","","66","","","","24","","13","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 16:00","2022","04","02","16:00","","8.2","","2.0","","65","","","","23","","10","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 17:00","2022","04","02","17:00","","8.4","","2.5","","67","","","","22","","9","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 18:00","2022","04","02","18:00","","10.0","","3.6","","64","","","","17","","11","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 19:00","2022","04","02","19:00","","9.2","","3.8","","69","","","","14","","16","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 20:00","2022","04","02","20:00","","9.5","","3.3","","65","","","","16","","28","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 21:00","2022","04","02","21:00","","9.1","","4.2","","71","","","","15","","29","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 22:00","2022","04","02","22:00","","9.4","","4.2","","70","","","","16","","32","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-02 23:00","2022","04","02","23:00","","9.3","","3.1","","65","","","","17","","27","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-03 00:00","2022","04","03","00:00","","9.2","","5.1","","76","","","","15","","21","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-03 01:00","2022","04","03","01:00","","9.2","","4.6","","73","","","","14","","19","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-03 02:00","2022","04","03","02:00","","9.5","","4.6","","71","","","","13","","18","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-03 03:00","2022","04","03","03:00","","9.5","","4.7","","72","","","","13","","19","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-03 04:00","2022","04","03","04:00","","8.2","","5.0","","80","","","","10","","23","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-03 05:00","2022","04","03","05:00","","7.6","","5.6","","87","","","","8","","18","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-03 06:00","2022","04","03","06:00","","7.3","","5.3","","87","","","","9","","21","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-03 07:00","2022","04","03","07:00","","7.4","","5.0","","84","","","","9","","24","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-03 08:00","2022","04","03","08:00","","7.3","","5.1","","86","","","","9","","20","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-03 09:00","2022","04","03","09:00","","7.4","","5.4","","87","","","","10","","21","","","","","","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2022-04-03 10:00","2022","04","03","10:00","","8.1","","6.3","","88","","","","16","","21","","","","","","","","","","NA"
