"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 00:00","2016","11","01","00:00","","9.9","","8.3","","90","","","M","","","0","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 01:00","2016","11","01","01:00","","9.7","","8.3","","91","","","M","13","","7","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 02:00","2016","11","01","02:00","","9.7","","8.6","","93","","","M","13","","10","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 03:00","2016","11","01","03:00","","9.7","","8.8","","94","","","M","11","","8","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 04:00","2016","11","01","04:00","","9.6","","8.7","","94","","","M","9","","14","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 05:00","2016","11","01","05:00","","9.6","","8.7","","94","","","M","8","","11","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 06:00","2016","11","01","06:00","","9.7","","8.5","","93","","","M","10","","18","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 07:00","2016","11","01","07:00","","9.3","","8.4","","94","","","M","9","","14","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 08:00","2016","11","01","08:00","","9.2","","8.3","","94","","","M","10","","17","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 09:00","2016","11","01","09:00","","9.8","","8.7","","93","","","M","12","","17","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 10:00","2016","11","01","10:00","","9.8","","8.9","","94","","","M","10","","16","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 11:00","2016","11","01","11:00","","10.1","","9.0","","93","","","M","16","","14","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 12:00","2016","11","01","12:00","","9.9","","8.7","","92","","","M","17","","15","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 13:00","2016","11","01","13:00","","10.0","","8.6","","91","","","M","16","","16","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 14:00","2016","11","01","14:00","","10.0","","8.2","","89","","","M","16","","24","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 15:00","2016","11","01","15:00","","10.1","","8.3","","89","","","M","15","","19","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 16:00","2016","11","01","16:00","","9.9","","8.6","","92","","","M","11","","13","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 17:00","2016","11","01","17:00","","10.1","","8.8","","91","","","M","11","","21","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2016-11-01 18:00","2016","11","01","18:00","","10.1","","8.0","","87","","","M","14","","28","","","","","M","","","","","NA"
