"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 00:00","2015","01","01","00:00"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 01:00","2015","01","01","01:00","","1.1","","-3.0","","74","","","","","","0","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 02:00","2015","01","01","02:00","","1.2","","-2.4","","77","","","","","","0","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 03:00","2015","01","01","03:00","","1.4","","-2.0","","78","","","","","","0","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 04:00","2015","01","01","04:00","","2.0","","-1.7","","77","","","","12","","3","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 05:00","2015","01","01","05:00","","2.0","","-2.1","","74","","","","","","0","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 06:00","2015","01","01","06:00","","1.9","","-2.5","","72","","","","4","","3","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 07:00","2015","01","01","07:00","","1.5","","-2.6","","74","","","","10","","7","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 08:00","2015","01","01","08:00","","1.3","","-3.3","","71","","","M","12","","8","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 09:00","2015","01","01","09:00","","1.3","","-3.8","","69","","","M","14","","8","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 10:00","2015","01","01","10:00","","1.2","","-3.0","","73","","","M","16","","5","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 11:00","2015","01","01","11:00","","1.3","","-2.6","","75","","","M","","","0","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 12:00","2015","01","01","12:00","","1.0","","-2.2","","79","","","M","11","","6","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 13:00","2015","01","01","13:00","","1.0","","-2.7","","76","","","M","14","","7","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 14:00","2015","01","01","14:00","","1.3","","-2.1","","78","","","M","18","","5","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 15:00","2015","01","01","15:00","","0.6","","-2.6","","79","","","M","12","","11","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 16:00","2015","01","01","16:00","","0.4","","-2.3","","83","","","M","10","","10","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 17:00","2015","01","01","17:00","","0.6","","-1.8","","84","","","M","12","","12","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 18:00","2015","01","01","18:00","","0.4","","-1.9","","85","","","M","11","","12","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 19:00","2015","01","01","19:00","","0.9","","-1.4","","84","","","M","11","","7","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 20:00","2015","01","01","20:00","","1.4","","-1.0","","84","","","M","14","","9","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 21:00","2015","01","01","21:00","","3.5","","-0.2","","77","","","M","17","","5","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 22:00","2015","01","01","22:00","","3.2","","-0.7","","75","","","M","","","0","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-01 23:00","2015","01","01","23:00","","3.1","","-0.9","","75","","","M","24","","5","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-02 00:00","2015","01","02","00:00","","2.7","","-0.5","","79","","","M","24","","4","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-02 01:00","2015","01","02","01:00","","2.3","","-0.1","","84","","","M","","","0","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-02 02:00","2015","01","02","02:00","","2.2","","0.0","","85","","","M","","","0","","","","","M","","","","","NA"
"-123.30","49.11","SANDHEADS CS","1107010","2015-01-02 03:00","2015","01","02","03:00","","2.6","","0.2","","84","","","M","11","","4","","","","","M","","","","","NA"
