PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,Date,Year,DOY
-113.018814,24.770348,-9.9537115,3.2084007,-14.350832,-27.262684,2012-06-24,2012,176
-140.04593,22.378565,-7.817214,-4.191646,-15.977118,-23.716385,2012-06-25,2012,177
-168.01042,2.9783354,9.447333,-35.51205,-13.65796,-14.611053,2012-06-26,2012,178
-161.35492,2.0782654,2.0603347,-18.754728,-8.298205,-14.439429,2012-06-27,2012,179
-173.60449,2.0792687,-1.6144894,-1.1862005,-10.112582,-18.176199,2012-06-28,2012,180
-154.88768,16.180075,-3.1553774,16.08628,-9.510323,-24.393616,2012-06-29,2012,181
-164.09454,33.527153,5.119516,27.148031,-8.6676445,-14.669773,2012-06-30,2012,182
-173.88966,37.03929,26.759708,17.267988,-7.3470936,2.111506,2012-07-01,2012,183
-140.23114,48.056137,41.926624,25.698084,-2.05132,11.920003,2012-07-02,2012,184
-91.30849,65.37123,51.67388,53.439217,0.8325242,21.081343,2012-07-03,2012,185
-140.14523,62.03029,65.22917,17.678751,8.064068,18.945599,2012-07-04,2012,186
-170.95174,49.7692,67.999084,-8.576461,7.7914023,19.054565,2012-07-05,2012,187
-197.57037,19.980618,65.757065,-35.133587,7.193739,17.195063,2012-07-06,2012,188
-205.07303,-2.0735545,55.764572,-41.35986,3.6558714,15.945595,2012-07-07,2012,189
-201.5249,-31.811132,47.15799,-37.830418,2.5553927,20.795298,2012-07-08,2012,190
-187.88084,-64.665764,38.99022,-22.90247,0.62089515,23.191412,2012-07-09,2012,191
-161.36852,-63.625664,25.92151,11.356344,3.3265972,13.119559,2012-07-10,2012,192
-169.11029,-41.644817,21.014467,21.903168,5.517775,6.9762716,2012-07-11,2012,193
-177.58311,-37.204536,24.017517,20.362797,-6.1187124,5.608996,2012-07-12,2012,194
-159.36966,-62.57613,19.345001,21.005152,-16.280428,2.4297855,2012-07-13,2012,195
-150.01251,-88.89992,15.231246,39.651375,0.90210754,-7.2181664,2012-07-14,2012,196
-88.144,-101.99678,-0.58758336,41.70483,4.90446,-10.724682,2012-07-15,2012,197
-73.17422,-99.471855,-2.8355098,68.77372,15.232253,-11.368805,2012-07-16,2012,198
-96.569534,-74.04974,-4.275353,69.09917,-17.078932,-4.747059,2012-07-17,2012,199
-89.99682,-39.798187,8.186976,61.5047,-44.267887,11.4329195,2012-07-18,2012,200
-102.69057,-15.465535,20.95122,60.231667,-30.45994,31.944395,2012-07-19,2012,201
-106.38374,6.8815727,33.680225,57.207855,-9.139859,44.509407,2012-07-20,2012,202
-43.7954,21.633993,30.683077,54.333,24.562817,38.510403,2012-07-21,2012,203
-47.126736,30.215137,25.267506,46.950035,40.96323,27.365057,2012-07-22,2012,204
-53.490273,24.976704,47.298615,28.06808,36.42928,18.658674,2012-07-23,2012,205
-80.16517,17.848219,51.800106,11.641658,38.86549,16.198215,2012-07-24,2012,206
-107.62944,10.780671,45.46992,-2.498236,32.68987,4.2432456,2012-07-25,2012,207
-133.04016,-8.157365,35.834496,-12.189746,24.912167,7.3277645,2012-07-26,2012,208
-116.2014,-11.004848,40.11913,-1.9825925,28.492096,5.3624496,2012-07-27,2012,209
-83.44071,6.113555,43.214325,17.146513,38.520718,2.3848603,2012-07-28,2012,210
-92.81746,22.691692,40.732086,12.151139,37.671757,-8.543328,2012-07-29,2012,211
-93.00507,37.174988,45.559692,4.1825705,32.739777,-17.4177,2012-07-30,2012,212
-100.12819,41.007202,45.354862,-8.973048,18.44168,-23.252405,2012-07-31,2012,213
-113.26,36.958164,47.94043,-16.621307,3.3835676,-19.576666,2012-08-01,2012,214
-114.53447,5.893557,38.48027,-24.925102,-6.565806,-9.9309225,2012-08-02,2012,215
-103.29914,-39.019173,30.401981,-18.51785,-9.640331,-6.5271482,2012-08-03,2012,216
-87.10381,-49.32082,32.8014,3.3521135,2.4686162,-9.383672,2012-08-04,2012,217
-74.58604,-54.2719,31.614136,15.511176,4.918355,-4.8713818,2012-08-05,2012,218
-66.12792,-51.412262,30.966856,27.886976,0.38945165,-2.7604764,2012-08-06,2012,219
-52.76051,-33.63588,26.999086,45.275635,-1.7954545,15.089821,2012-08-07,2012,220
-38.946102,-12.33565,30.52251,35.615288,10.07471,23.417896,2012-08-08,2012,221
-21.527754,3.361639,28.500898,40.549736,27.737646,22.558153,2012-08-09,2012,222
-22.006357,-20.676403,32.33255,24.521358,16.888376,15.984556,2012-08-10,2012,223
-39.472492,-65.17123,26.024822,17.321987,13.610124,7.0754466,2012-08-11,2012,224
-23.656214,-82.102554,32.397648,27.027409,15.777039,1.5522386,2012-08-12,2012,225
13.058127,-82.189735,35.154575,30.416706,21.525156,2.6728036,2012-08-13,2012,226
15.450686,-81.66106,21.838724,28.878,15.203863,-5.62234,2012-08-14,2012,227
26.532623,-61.355293,24.440739,34.560474,-2.3582096,-10.8389015,2012-08-15,2012,228
27.847956,-43.98249,32.31162,28.2833,-2.0402753,-14.613717,2012-08-16,2012,229
10.002906,-29.621937,21.810976,23.988625,-13.041675,-17.012745,2012-08-17,2012,230
2.8140495,-6.894633,28.875929,24.349356,-30.463335,-5.159828,2012-08-18,2012,231
18.325674,10.245842,38.334274,21.433857,-20.029829,15.539248,2012-08-19,2012,232
43.49593,18.949148,40.417896,17.711754,0.658483,25.033812,2012-08-20,2012,233
43.467518,27.827068,39.06635,14.559497,13.319343,16.343582,2012-08-21,2012,234
40.558422,32.273495,45.270634,9.657987,10.397903,5.4803886,2012-08-22,2012,235
39.506226,32.5688,41.743256,3.9154406,9.71948,-4.6091366,2012-08-23,2012,236
41.830868,15.746614,47.49801,-21.892286,7.911739,-0.38216135,2012-08-24,2012,237
18.312384,-4.2420177,33.01004,-16.535103,3.979012,4.764915,2012-08-25,2012,238
10.4295225,-11.622768,29.459774,-10.91961,5.728941,-0.71016693,2012-08-26,2012,239
39.36895,-6.0699463,28.123064,-3.0312045,6.441363,-1.8695817,2012-08-27,2012,240
38.594887,6.900739,19.488821,-0.44729662,-0.340627,-3.3071496,2012-08-28,2012,241
43.210045,20.474041,26.47208,-2.8851557,-5.0101857,-4.923571,2012-08-29,2012,242
47.96908,29.23039,27.418646,0.97159415,-2.8374755,-3.5596833,2012-08-30,2012,243
39.540447,26.29208,35.85157,-13.886223,-1.1437541,-8.0532,2012-08-31,2012,244
87.06701,0.93057865,-41.85807,-30.650833,14.651876,7.3098454,2013-05-01,2013,121
62.234436,2.181785,-51.499123,-11.77803,7.9476466,9.331317,2013-05-02,2013,122
87.217545,-5.253004,-23.22652,-14.891583,-9.193283,21.533798,2013-05-03,2013,123
87.31245,-22.05635,-18.106846,-19.569466,-3.5745895,11.797034,2013-05-04,2013,124
87.456406,-19.62226,-18.285612,-14.21053,6.997682,8.274589,2013-05-05,2013,125
67.963524,-27.63472,-33.4516,-11.413131,-1.1149013,11.009428,2013-05-06,2013,126
72.76202,-24.405655,-34.68017,-8.142594,-12.626197,17.768738,2013-05-07,2013,127
61.711094,-9.301044,-38.817734,-4.0919876,-14.263957,23.790373,2013-05-08,2013,128
50.116013,12.9435835,-38.325325,1.2699138,-18.880955,29.634947,2013-05-09,2013,129
34.501053,30.143297,-43.601475,2.0997365,-12.599622,29.442976,2013-05-10,2013,130
28.956762,43.82857,-46.979233,8.882235,5.1488976,22.694317,2013-05-11,2013,131
30.797632,48.170914,-55.229946,16.036446,9.00291,9.797916,2013-05-12,2013,132
34.339043,53.954014,-54.600418,26.699694,2.1436372,18.802258,2013-05-13,2013,133
34.058826,53.43158,-43.385956,31.857096,-0.8286956,26.038555,2013-05-14,2013,134
-0.67605865,52.6536,-55.414616,36.59482,12.750863,9.190859,2013-05-15,2013,135
-34.766438,63.405464,-46.29557,44.586124,14.966494,1.280205,2013-05-16,2013,136
-84.051506,69.42944,-25.364534,32.32575,8.942756,-5.292076,2013-05-17,2013,137
-67.59302,72.2885,-21.30705,58.692505,20.114939,0.25595835,2013-05-18,2013,138
-85.84731,53.259964,-15.517719,35.280083,12.753125,1.1534947,2013-05-19,2013,139
-108.99664,-14.401559,-14.514797,-38.63099,4.918556,17.810448,2013-05-20,2013,140
-81.614586,-53.60093,-13.712077,-31.03152,6.327976,12.870234,2013-05-21,2013,141
-54.577744,-64.73261,-9.599155,-6.496703,15.466398,2.8726165,2013-05-22,2013,142
-31.063194,-35.006504,-18.670782,21.351866,16.394375,-6.2998543,2013-05-23,2013,143
-27.159252,9.410052,-25.52177,25.048485,3.3600402,-9.663194,2013-05-24,2013,144
-43.765434,35.56549,-27.718407,22.378101,-4.87501,-14.111809,2013-05-25,2013,145
-39.207916,48.238888,-18.556406,33.304623,-5.831763,1.4961377,2013-05-26,2013,146
-39.74381,65.83187,-15.015571,31.551617,7.4900565,-11.962156,2013-05-27,2013,147
-10.805224,75.10449,-10.544186,43.475246,15.171208,-11.792715,2013-05-28,2013,148
-30.607183,82.24747,-0.88812715,36.584763,17.659904,-8.772808,2013-05-29,2013,149
-71.206055,84.76392,19.397158,12.14656,29.842695,0.24099603,2013-05-30,2013,150
-89.40359,70.0592,6.3189416,-3.6084826,30.335432,-9.2008295,2013-05-31,2013,151
-122.76173,65.41718,11.277443,-14.919515,25.83632,-9.349534,2013-06-01,2013,152
-90.76307,39.793774,23.883797,-17.538233,19.870377,11.005756,2013-06-02,2013,153
-61.69022,-56.509037,15.807509,-27.364874,17.48379,31.45066,2013-06-03,2013,154
-70.54343,-84.90281,3.022489,18.549433,18.823784,12.710286,2013-06-04,2013,155
-68.44384,-75.202805,-3.8790357,35.291924,8.810914,1.9089961,2013-06-05,2013,156
-38.14348,-78.38679,-5.657029,23.34576,10.810219,-0.7437264,2013-06-06,2013,157
-41.866962,-51.658295,-12.164178,29.676683,8.880183,-1.6909227,2013-06-07,2013,158
-39.169476,-20.68371,-10.879584,31.100744,-5.4236307,10.706062,2013-06-08,2013,159
-48.493202,-2.1642983,-8.200653,26.567537,-17.159239,13.694524,2013-06-09,2013,160
-42.916767,-10.570588,-7.111435,7.6815143,-18.842974,10.265972,2013-06-10,2013,161
-50.2193,-14.202648,-2.7256055,6.337334,-17.769592,5.043958,2013-06-11,2013,162
-27.422932,3.345618,2.1305327,22.412016,-3.4691455,14.084809,2013-06-12,2013,163
-46.881023,14.672082,-8.653544,24.050873,7.087448,17.689793,2013-06-13,2013,164
-83.36944,-1.1512568,4.7219553,-22.483362,-4.0741987,19.936878,2013-06-14,2013,165
-84.40347,5.3933487,-0.113422155,-10.485385,15.615719,7.0030723,2013-06-15,2013,166
-115.63536,-23.997124,9.16257,-37.249428,9.677917,19.563705,2013-06-16,2013,167
-116.65229,-33.066933,4.9695454,-27.416948,13.645173,12.156662,2013-06-17,2013,168
-91.75682,-19.103434,-3.3214412,-1.782153,23.04079,5.2671933,2013-06-18,2013,169
-99.13836,-31.291348,-0.39150125,-15.155837,12.721516,7.6932154,2013-06-19,2013,170
-79.56368,-50.592773,9.957652,-31.069864,9.783584,11.690118,2013-06-20,2013,171
-72.28434,-68.30125,4.2796297,-19.686962,17.310759,12.909607,2013-06-21,2013,172
-74.43214,-42.64257,-4.702404,1.1063765,13.218201,9.012005,2013-06-22,2013,173
-83.56861,-13.233879,-7.6897984,-1.2377237,0.3255805,6.8884673,2013-06-23,2013,174
-69.65018,10.534465,-1.3977076,-2.5018485,2.7480793,-7.826779,2013-06-24,2013,175
-33.012814,36.731853,-5.478023,18.41246,12.30008,-13.755677,2013-06-25,2013,176
-18.756025,52.326305,-4.0685444,30.451786,12.362006,-17.670372,2013-06-26,2013,177
-52.5673,60.391872,-8.459625,28.052946,1.7998121,-19.365557,2013-06-27,2013,178
-85.96506,61.51453,5.562063,18.029982,0.9116447,-16.868486,2013-06-28,2013,179
-128.32452,19.916166,33.890232,-41.667515,2.7539454,11.508011,2013-06-29,2013,180
-148.04892,-10.002492,30.88488,-52.922394,12.970435,20.399834,2013-06-30,2013,181
-143.74591,-46.82219,30.782476,-45.937454,12.873063,24.470942,2013-07-01,2013,182
-127.61162,-74.82981,20.25307,-18.859547,13.768395,15.360361,2013-07-02,2013,183
-83.957306,-87.87101,19.634851,6.4433866,5.176438,6.378363,2013-07-03,2013,184
-36.097584,-93.429985,13.627255,21.47715,9.767297,-2.0048225,2013-07-04,2013,185
9.40105,-97.162125,5.4503026,20.55556,22.232151,-7.8590436,2013-07-05,2013,186
25.079748,-85.04204,5.779055,27.670464,16.707396,-9.923365,2013-07-06,2013,187
31.79883,-75.997086,5.2198496,26.600527,12.023958,-8.392892,2013-07-07,2013,188
20.806627,-68.19014,-4.6086674,28.029663,-6.3808,-3.9673827,2013-07-08,2013,189
5.647564,-56.025654,-8.251299,28.083956,-23.375132,1.6932809,2013-07-09,2013,190
1.5186548,-49.719563,-1.9265988,14.352704,-37.12119,13.782942,2013-07-10,2013,191
16.459757,-43.729416,4.4375567,-0.58860046,-27.434372,16.220726,2013-07-11,2013,192
26.016674,-44.028687,5.357572,-3.612194,-15.915364,12.500226,2013-07-12,2013,193
22.642647,-53.899536,-3.3839076,-6.466279,-7.0002823,3.8896587,2013-07-13,2013,194
24.460655,-57.02281,-0.7503105,-0.5650821,-7.6346474,2.8278604,2013-07-14,2013,195
41.911224,-56.75756,4.1216974,2.9618702,-0.7320247,-2.778906,2013-07-15,2013,196
50.78215,-58.209476,9.223083,8.079138,9.716443,-3.0564282,2013-07-16,2013,197
39.646072,-61.756577,3.2610667,14.782271,15.405021,-2.718283,2013-07-17,2013,198
37.670628,-31.872238,0.6358376,24.882189,11.396534,3.0551012,2013-07-18,2013,199
14.9036,-14.3855915,-8.455802,16.686657,-6.645535,3.9083245,2013-07-19,2013,200
11.786891,-9.342713,-0.28797612,1.2465844,-23.93437,9.135949,2013-07-20,2013,201
16.704111,-10.79593,6.0211096,-5.0296073,-30.492416,12.468418,2013-07-21,2013,202
30.909328,-7.2891316,11.230364,-4.455624,-26.045383,10.101293,2013-07-22,2013,203
29.824066,-7.233046,7.3337426,-7.839996,-25.144375,4.4240313,2013-07-23,2013,204
32.043,-11.341882,9.4994335,-11.818394,-23.63298,-2.4599645,2013-07-24,2013,205
33.028667,-13.620149,5.1729846,-9.164663,-20.123758,-8.52894,2013-07-25,2013,206
62.312206,-17.082693,12.887931,-12.711635,-11.67386,-2.0506606,2013-07-26,2013,207
100.56146,-29.434774,20.007347,-16.637388,7.672046,5.2757645,2013-07-27,2013,208
94.1336,-38.577423,7.4759445,-6.431497,9.547349,-1.8035876,2013-07-28,2013,209
67.7581,-31.504444,-1.8906492,16.044697,1.2743865,-4.3242626,2013-07-29,2013,210
55.681988,-17.643929,2.654573,22.87596,-7.6396365,2.8210437,2013-07-30,2013,211
45.497677,-6.9915285,2.298131,27.944225,-13.814519,13.506018,2013-07-31,2013,212
39.226585,3.5291007,6.5319605,28.70065,-12.922947,24.935871,2013-08-01,2013,213
42.375072,13.134883,21.432882,17.720984,1.286792,34.88202,2013-08-02,2013,214
49.002495,20.525072,14.5786705,17.588095,21.840101,24.3549,2013-08-03,2013,215
30.150738,23.835358,12.103538,12.813294,14.899538,19.15279,2013-08-04,2013,216
17.77399,10.404225,22.81751,-2.1233842,-10.563049,17.650467,2013-08-05,2013,217
11.558715,-2.3493037,24.009825,-7.1201057,-22.376406,7.8170357,2013-08-06,2013,218
11.381156,2.408533,26.87033,-4.7277536,-23.31951,-6.0718412,2013-08-07,2013,219
22.080975,13.412121,29.686577,4.266365,-22.286257,-0.59890795,2013-08-08,2013,220
30.809128,17.634613,25.552423,9.646934,-25.150597,2.46291,2013-08-09,2013,221
25.055223,16.266642,24.942623,6.3530283,-26.501709,-4.5992594,2013-08-10,2013,222
44.460842,20.305214,31.627462,14.667668,-10.60237,4.7740912,2013-08-11,2013,223
68.511795,23.125942,26.796148,19.022549,3.0857196,9.847286,2013-08-12,2013,224
69.14942,31.261572,28.03278,23.449116,4.187178,8.30076,2013-08-13,2013,225
56.024254,35.6381,23.966333,28.397993,7.409162,-4.50833,2013-08-14,2013,226
66.222725,37.458782,23.773922,29.847342,13.854097,-8.3975935,2013-08-15,2013,227
56.8904,44.77175,19.321999,25.692543,16.682783,-21.694077,2013-08-16,2013,228
39.94095,49.66862,25.494568,8.8401985,16.908215,-37.612213,2013-08-17,2013,229
54.86203,48.98978,36.10047,8.333348,16.38598,-29.857983,2013-08-18,2013,230
40.905945,54.650578,37.976257,-0.24960381,3.5949984,-38.311024,2013-08-19,2013,231
42.004543,52.81487,47.467564,-8.743851,5.802214,-26.000467,2013-08-20,2013,232
41.004295,15.542004,54.09278,-36.09514,6.258911,7.429197,2013-08-21,2013,233
45.395977,-15.408731,48.562874,-30.28648,6.7194505,12.622871,2013-08-22,2013,234
56.60923,-14.849476,45.05272,-21.689043,11.136651,4.371807,2013-08-23,2013,235
79.66847,0.6570031,29.813383,-12.659966,8.890707,2.0739384,2013-08-24,2013,236
73.95866,11.109943,23.737913,-8.200966,5.272283,-4.896011,2013-08-25,2013,237
78.13663,15.62535,24.06725,0.33607617,5.5863843,-8.705315,2013-08-26,2013,238
91.843285,20.61429,18.603556,4.8301024,4.414541,-8.903528,2013-08-27,2013,239
69.509766,27.115458,8.098599,6.034175,8.469359,-20.50589,2013-08-28,2013,240
54.774925,30.35826,8.093358,2.8280528,13.7535925,-33.984863,2013-08-29,2013,241
89.51962,30.47993,25.188416,9.746909,10.909839,-26.494923,2013-08-30,2013,242
48.59323,37.02111,20.59065,-5.5406094,9.524825,-35.97402,2013-08-31,2013,243
39.486412,36.628742,-3.7788699,-36.553303,3.491037,2.9659202,2014-05-01,2014,121
24.573692,19.551535,-18.8388,-46.57544,9.160694,7.639859,2014-05-02,2014,122
47.11901,17.789362,-23.354788,-32.355103,4.1569424,11.742705,2014-05-03,2014,123
71.734116,24.25941,-24.876122,-18.87471,9.684625,13.938921,2014-05-04,2014,124
44.229225,34.363552,-34.236816,-9.450203,7.0945473,13.459178,2014-05-05,2014,125
13.639631,28.173515,-47.585857,-21.803345,4.240768,12.65507,2014-05-06,2014,126
-17.815266,18.99103,-49.95658,-36.582508,-2.361875,3.256966,2014-05-07,2014,127
6.3481045,26.19412,-47.23317,-7.093248,7.39044,1.1705056,2014-05-08,2014,128
38.84562,44.380394,-34.989883,11.692936,13.206296,8.463893,2014-05-09,2014,129
-3.0760458,33.761852,-44.441986,-13.263337,0.38339967,10.79631,2014-05-10,2014,130
-23.089125,27.303143,-42.498775,-22.084776,-1.7406616,5.8651977,2014-05-11,2014,131
-47.18336,20.337185,-44.648834,-31.09321,0.03855697,1.0618789,2014-05-12,2014,132
-55.30037,11.858301,-30.460142,-33.68713,-18.003479,2.3897467,2014-05-13,2014,133
-58.401115,-10.006988,-20.47846,-41.47729,-23.877647,5.8430853,2014-05-14,2014,134
-30.01414,-24.167631,-13.423213,-31.036266,-12.437485,10.51185,2014-05-15,2014,135
-15.159313,-27.784134,-18.343342,-15.38448,-10.049084,10.383538,2014-05-16,2014,136
12.920529,-2.5980527,-27.154802,2.5921707,-11.380194,14.454919,2014-05-17,2014,137
-3.1981986,11.8607645,-35.203403,2.2095947,-19.485275,13.619618,2014-05-18,2014,138
-19.722689,15.860861,-31.205585,-7.2728705,-26.543953,8.838025,2014-05-19,2014,139
-41.17726,17.241575,-38.86453,-14.439167,-24.811562,8.261453,2014-05-20,2014,140
-63.064117,18.990587,-37.957115,-23.22022,-25.49415,5.466711,2014-05-21,2014,141
-75.43545,25.86537,-34.9,-21.867752,-19.647749,9.205697,2014-05-22,2014,142
-82.94886,38.607216,-37.20492,-10.229983,-7.089532,9.618679,2014-05-23,2014,143
-74.95157,40.29494,-28.53293,1.0325878,-0.14379966,14.964841,2014-05-24,2014,144
-87.43324,44.820805,-21.707233,0.32513532,3.7936125,12.726289,2014-05-25,2014,145
-62.446964,62.264515,-19.445522,25.221111,14.446452,4.055496,2014-05-26,2014,146
-97.14766,71.7947,-12.514954,11.840102,2.6294565,-5.9738665,2014-05-27,2014,147
-119.93393,46.72979,10.3296585,-30.507338,-8.320337,-7.39082,2014-05-28,2014,148
-114.40186,13.979219,5.5465913,-51.0603,-8.813655,-2.066179,2014-05-29,2014,149
-118.314545,-3.093318,-4.521823,-49.091713,-12.353203,1.9385153,2014-05-30,2014,150
-90.80429,-36.69746,-3.4518173,-40.049973,-14.652268,4.5020213,2014-05-31,2014,151
-60.568794,-83.24528,-17.387571,-13.415158,-1.1435686,0.17541625,2014-06-01,2014,152
-36.992058,-95.265015,-23.139418,14.15955,0.32562688,-4.7544107,2014-06-02,2014,153
1.7347115,-99.44932,-21.276194,20.494484,8.281301,-10.429941,2014-06-03,2014,154
17.18004,-92.11962,-33.666718,35.53254,7.4235334,-14.279281,2014-06-04,2014,155
32.503235,-92.28613,-30.267014,30.445225,11.9777155,-20.152397,2014-06-05,2014,156
15.151065,-93.06035,-37.54723,38.695587,7.845348,-26.05601,2014-06-06,2014,157
0.82856643,-97.17696,-42.144787,42.169937,3.757047,-28.58199,2014-06-07,2014,158
-15.035166,-87.42703,-48.43942,42.322502,-1.3040978,-26.229425,2014-06-08,2014,159
14.529873,-53.083813,-19.316898,48.84245,-16.947697,-10.944956,2014-06-09,2014,160
9.526887,-63.580532,-26.962393,11.542272,-2.1401086,-20.858738,2014-06-10,2014,161
-12.749183,-36.583614,-38.765198,19.372105,-2.6282012,-30.047573,2014-06-11,2014,162
-36.67125,-14.440487,-31.958302,24.428326,-29.237143,-16.46185,2014-06-12,2014,163
-23.216507,-6.526009,-21.095358,-3.8881674,-29.272408,-17.605833,2014-06-13,2014,164
-8.542386,8.106936,-12.238004,-0.24927872,-30.759947,-7.4054494,2014-06-14,2014,165
-13.852757,25.527668,-5.4315615,12.045199,-23.552874,4.6584096,2014-06-15,2014,166
-8.643508,15.027953,11.221698,-8.523534,-14.461437,2.3610523,2014-06-16,2014,167
-30.572708,-3.9237792,-2.2433472,-20.896555,2.423746,0.9032385,2014-06-17,2014,168
-34.381844,7.303966,-0.21412092,-6.9238806,5.064376,7.265183,2014-06-18,2014,169
-7.8365355,27.870907,-11.191394,13.29869,13.049872,4.9470835,2014-06-19,2014,170
4.2994914,42.362732,-15.259682,16.937017,15.899538,-12.885444,2014-06-20,2014,171
-59.356976,35.66023,-11.404671,-19.554405,6.7856226,-24.379913,2014-06-21,2014,172
-105.38979,21.417332,10.776184,-41.51744,-1.2226529,-6.035616,2014-06-22,2014,173
-125.009026,8.71292,25.512844,-46.071243,16.878296,8.2529745,2014-06-23,2014,174
-101.865036,17.246073,23.7815,-30.265348,24.740116,3.7452624,2014-06-24,2014,175
-87.75489,23.089296,21.434008,-21.543207,24.353863,2.490055,2014-06-25,2014,176
-99.73322,-8.344093,13.092499,-40.621124,15.154788,6.39393,2014-06-26,2014,177
-60.504135,-8.033047,2.251439,-21.092272,10.201287,-3.7242105,2014-06-27,2014,178
-24.876272,10.348752,-6.7721715,8.395287,11.022503,-11.821966,2014-06-28,2014,179
-31.26762,23.506786,-6.3383527,18.906713,-2.326021,-14.841241,2014-06-29,2014,180
-73.832565,29.821472,1.025667,8.329688,-6.8249254,-25.776905,2014-06-30,2014,181
-106.68166,4.588023,13.139291,-34.632065,-8.457974,-19.694256,2014-07-01,2014,182
-118.09682,-38.390495,12.846624,-48.973026,-7.323016,-4.8269515,2014-07-02,2014,183
-88.973564,-47.42759,-4.424408,-27.796465,0.3824054,-14.1919775,2014-07-03,2014,184
-80.9786,-43.320168,-8.13154,-9.540109,-1.0629846,-13.482292,2014-07-04,2014,185
-85.00129,-52.16474,-15.232832,6.4541926,-10.285683,-8.220176,2014-07-05,2014,186
-91.79735,-65.37834,-19.639486,17.870804,-21.103628,-9.074912,2014-07-06,2014,187
-93.41079,-63.231125,-4.6240664,21.265522,-26.328814,-9.829005,2014-07-07,2014,188
-68.7309,-72.26552,15.140062,12.365691,-12.558786,-6.29494,2014-07-08,2014,189
-3.009925,-81.83774,15.522706,18.825195,8.353188,5.0250726,2014-07-09,2014,190
44.49882,-77.006996,14.252026,19.783659,23.255636,0.042581722,2014-07-10,2014,191
21.866787,-53.773952,9.46401,30.192806,-1.6130339,-6.317568,2014-07-11,2014,192
4.695374,-30.166136,14.629588,24.317982,-18.960312,-13.110362,2014-07-12,2014,193
-1.1691531,-6.826398,21.420813,25.945892,-33.210552,5.094873,2014-07-13,2014,194
2.3778534,-4.499349,26.339952,4.9405665,-25.96948,13.736142,2014-07-14,2014,195
-2.5377076,10.464307,21.069462,5.110526,-19.83009,13.564669,2014-07-15,2014,196
16.276356,9.185476,22.496216,3.2220066,-14.580593,16.845457,2014-07-16,2014,197
39.481167,-17.242893,21.594719,-15.511205,-0.15269369,15.784996,2014-07-17,2014,198
53.966816,-39.482594,13.80308,-16.761642,16.503872,14.98374,2014-07-18,2014,199
37.093384,-29.155725,8.47435,3.4908383,17.045227,6.702703,2014-07-19,2014,200
43.927376,-25.657564,9.638227,7.8954916,6.9535832,-0.6090367,2014-07-20,2014,201
20.799782,-16.022268,-0.54800504,8.816006,-0.61726105,-11.049399,2014-07-21,2014,202
35.054607,-4.256306,2.6924713,21.1621,2.429768,-4.3024263,2014-07-22,2014,203
22.202827,12.463761,-2.2729,19.88173,2.8141737,-7.005924,2014-07-23,2014,204
19.158768,27.023905,17.276594,8.586217,0.83151567,-13.137326,2014-07-24,2014,205
0.2845097,30.40912,7.0684795,2.2757828,5.645633,-16.518332,2014-07-25,2014,206
-19.465824,38.442226,17.21946,1.8936347,8.445555,-32.184338,2014-07-26,2014,207
-39.743896,34.947765,21.106216,-10.467807,10.643558,-37.417233,2014-07-27,2014,208
-51.057888,5.6528854,20.37813,-31.688728,7.0587063,-12.111423,2014-07-28,2014,209
-54.767838,-29.922411,13.897384,-32.204082,-5.219463,-1.3103597,2014-07-29,2014,210
-31.373442,-46.456547,14.202239,-17.391363,-10.838404,-1.1507632,2014-07-30,2014,211
-8.10797,-54.97315,13.685273,-0.43631986,-3.440586,-11.044531,2014-07-31,2014,212
12.7104435,-57.52969,14.5639715,12.637318,8.731881,-19.03502,2014-08-01,2014,213
22.773825,-61.12963,10.314905,24.306208,14.806762,-19.352243,2014-08-02,2014,214
29.697943,-68.80063,1.5482255,25.356249,16.095787,-22.164083,2014-08-03,2014,215
43.151207,-65.573746,6.131113,27.681503,19.74909,-21.026512,2014-08-04,2014,216
39.671726,-54.942913,0.11898356,29.17882,16.954182,-22.996052,2014-08-05,2014,217
51.538036,-29.28252,7.1409807,33.577244,1.9440742,-20.463924,2014-08-06,2014,218
51.378464,-16.326855,7.442748,24.528809,-7.2397304,-28.752363,2014-08-07,2014,219
50.951298,-6.721687,10.369226,19.014256,-16.308058,-28.69011,2014-08-08,2014,220
46.53253,0.045091674,13.589556,13.642329,-23.175472,-24.492172,2014-08-09,2014,221
38.45307,6.8156924,24.881298,7.985022,-30.568687,-22.364632,2014-08-10,2014,222
44.226295,5.21799,33.976334,-6.2500076,-26.34734,-13.119382,2014-08-11,2014,223
29.778395,8.703825,27.972616,-9.482042,-23.46156,-12.400069,2014-08-12,2014,224
41.50278,18.253859,30.72536,-10.776267,-21.580658,0.5906008,2014-08-13,2014,225
40.534225,28.15747,29.315525,-4.3891883,-12.195054,12.220086,2014-08-14,2014,226
37.047237,37.08083,29.271494,0.32694614,-3.8786845,9.733282,2014-08-15,2014,227
30.042477,39.442616,29.854937,-2.3275537,2.0440245,10.846839,2014-08-16,2014,228
21.237974,27.51703,29.932877,-18.11454,3.9551404,5.830797,2014-08-17,2014,229
28.96262,-6.7838097,28.810484,-34.912586,5.67383,9.767232,2014-08-18,2014,230
70.77201,-38.693073,38.317554,-33.004105,11.446597,17.581303,2014-08-19,2014,231
86.86281,-47.628242,32.63003,-20.063272,17.940197,11.388965,2014-08-20,2014,232
75.85191,-28.93883,27.356276,-5.0654407,15.656741,3.21994,2014-08-21,2014,233
