"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-01","2016","01","01","","3.8","","-0.6","","1.6","","16.4","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-02","2016","01","02","","3.5","","-1.0","","1.3","","16.7","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-03","2016","01","03","","3.8","","-1.7","","1.1","","16.9","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-04","2016","01","04","","3.9","","1.9","","2.9","","15.1","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-05","2016","01","05","","","M","1.8","E","","M","","M","","M","","M","","M","","M","","","2","","35",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-06","2016","01","06","","6.4","","4.3","","5.4","","12.6","","0.0","","","M","","M","","M","","","32","","39",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-07","2016","01","07","","5.5","","4.6","","5.1","","12.9","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-08","2016","01","08","","9.2","","4.2","","6.7","","11.3","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-09","2016","01","09","","6.5","","3.3","","4.9","","13.1","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-10","2016","01","10","","6.1","","3.0","","4.6","","13.4","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-11","2016","01","11","","4.7","","1.7","","3.2","","14.8","","0.0","","","M","","M","","M","","","11","","33",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-12","2016","01","12","","7.3","","4.7","","6.0","","12.0","","0.0","","","M","","M","","M","","","11","","37",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-13","2016","01","13","","8.7","","5.0","","6.9","","11.1","","0.0","","","M","","M","","M","","","29","","32",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-14","2016","01","14","","8.0","","4.4","","6.2","","11.8","","0.0","","","M","","M","","M","","","18","","39",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-15","2016","01","15","","6.1","","2.5","","4.3","","13.7","","0.0","","","M","","M","","M","","","10","","32",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-16","2016","01","16","","10.0","","4.7","","7.4","","10.6","","0.0","","","M","","M","","M","","","16","","46",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-17","2016","01","17","","9.3","","6.6","","8.0","","10.0","","0.0","","","M","","M","","M","","","14","","57",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-18","2016","01","18","","9.2","","6.2","","7.7","","10.3","","0.0","","","M","","M","","M","","","17","","52",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-19","2016","01","19","","9.1","","5.3","","7.2","","10.8","","0.0","","","M","","M","","M","","","18","","48",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-20","2016","01","20","","7.9","","4.4","","6.2","","11.8","","0.0","","","M","","M","","M","","","15","","52",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-21","2016","01","21","","10.0","","5.9","","8.0","","10.0","","0.0","","","M","","M","","M","","","9","","41",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-22","2016","01","22","","10.5","","7.3","","8.9","","9.1","","0.0","","","M","","M","","M","","","23","","46",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-23","2016","01","23","","8.4","","6.8","","7.6","","10.4","","0.0","","","M","","M","","M","","","32","","35",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-24","2016","01","24","","8.6","","5.4","","7.0","","11.0","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-25","2016","01","25","","8.4","","4.9","","6.7","","11.3","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-26","2016","01","26","","9.6","","6.8","","8.2","","9.8","","0.0","","","M","","M","","M","","","10","","37",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-27","2016","01","27","","12.3","","8.5","","10.4","","7.6","","0.0","","","M","","M","","M","","","14","","43",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-28","2016","01","28","","11.6","","7.2","","9.4","","8.6","","0.0","","","M","","M","","M","","","17","","52",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-29","2016","01","29","","8.4","","5.3","","6.9","","11.1","","0.0","","","M","","M","","M","","","12","","46",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-30","2016","01","30","","7.5","","5.6","","6.6","","11.4","","0.0","","","M","","M","","M","","","18","","54",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-01-31","2016","01","31","","7.0","","4.0","","5.5","","12.5","","0.0","","","M","","M","","M","","","18","","48",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-01","2016","02","01","","6.6","","3.7","","5.2","","12.8","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-02","2016","02","02","","6.3","","3.6","","5.0","","13.0","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-03","2016","02","03","","7.7","","4.5","","6.1","","11.9","","0.0","","","M","","M","","M","","","11","","48",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-04","2016","02","04","","8.2","","6.2","","7.2","","10.8","","0.0","","","M","","M","","M","","","19","","50",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-05","2016","02","05","","10.1","","6.4","","8.3","","9.7","","0.0","","","M","","M","","M","","","29","","76",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-06","2016","02","06","","9.2","","5.6","","7.4","","10.6","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-07","2016","02","07","","7.8","","4.7","","6.3","","11.7","","0.0","","","M","","M","","M","","","2","","32",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-08","2016","02","08","","8.2","","6.7","","7.5","","10.5","","0.0","","","M","","M","","M","","","36","","35",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-09","2016","02","09","","10.1","","4.7","","7.4","","10.6","","0.0","","","M","","M","","M","","","32","","35",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-10","2016","02","10","","11.0","","7.1","","9.1","","8.9","","0.0","","","M","","M","","M","","","20","","37",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-11","2016","02","11","","10.4","","6.4","","8.4","","9.6","","0.0","","","M","","M","","M","","","5","","35",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-12","2016","02","12","","12.6","","7.6","","10.1","","7.9","","0.0","","","M","","M","","M","","","15","","39",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-13","2016","02","13","","9.5","","7.3","","8.4","","9.6","","0.0","","","M","","M","","M","","","17","","50",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-14","2016","02","14","","11.3","","6.3","","8.8","","9.2","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-15","2016","02","15","","10.3","","6.9","","8.6","","9.4","","0.0","","","M","","M","","M","","","11","","43",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-16","2016","02","16","","11.0","","6.2","","8.6","","9.4","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-17","2016","02","17","","9.6","","6.7","","8.2","","9.8","","0.0","","","M","","M","","M","","","28","","32",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-18","2016","02","18","","9.4","","6.5","","8.0","","10.0","","0.0","","","M","","M","","M","","","17","","44",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-19","2016","02","19","","9.8","","6.9","","8.4","","9.6","","0.0","","","M","","M","","M","","","17","","48",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-20","2016","02","20","","8.3","","5.7","","7.0","","11.0","","0.0","","","M","","M","","M","","","19","","52",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-21","2016","02","21","","8.6","","4.3","","6.5","","11.5","","0.0","","","M","","M","","M","","","16","","52",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-22","2016","02","22","","8.9","","4.9","","6.9","","11.1","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-23","2016","02","23","","8.1","","4.3","","6.2","","11.8","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2016-02-24","2016","02","24","","9.9","","6.8","","8.4","","9.6","","0.0","","","M","","M","","M","","","","","<31",""
