"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-01","2013","01","01","","4.6","","-0.2","","2.2","","15.8","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-02","2013","01","02","","5.4","","0.8","","3.1","","14.9","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-03","2013","01","03","","4.4","","1.5","","3.0","","15.0","","0.0","","","M","","M","","M","","","15","","32",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-04","2013","01","04","","5.5","","3.0","","4.3","","13.7","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-05","2013","01","05","","7.0","","4.3","","5.7","","12.3","","0.0","","","M","","M","","M","","","10","","41",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-06","2013","01","06","","7.4","","5.0","","6.2","","11.8","","0.0","","","M","","M","","M","","","18","","43",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-07","2013","01","07","","6.8","","3.0","","4.9","","13.1","","0.0","","","M","","M","","M","","","11","","44",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-08","2013","01","08","","8.4","","3.3","","5.9","","12.1","","0.0","","","M","","M","","M","","","12","","48",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-09","2013","01","09","","9.6","","5.7","","7.7","","10.3","","0.0","","","M","","M","","M","","","22","","52",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-10","2013","01","10","","5.9","","2.1","","4.0","","14.0","","0.0","","","M","","M","","M","","","33","","43",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-11","2013","01","11","","2.6","","0.4","","1.5","","16.5","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-12","2013","01","12","","2.4","","-1.1","","0.7","","17.3","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-13","2013","01","13","","1.1","","-1.3","","-0.1","","18.1","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-14","2013","01","14","","1.7","","-0.4","","0.7","","17.3","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-15","2013","01","15","","3.5","","1.5","","2.5","","15.5","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-16","2013","01","16","","3.3","","2.1","","2.7","","15.3","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-17","2013","01","17","","4.4","","0.6","","2.5","","15.5","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-18","2013","01","18","","4.9","","1.3","","3.1","","14.9","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-19","2013","01","19","","4.7","","0.0","","2.4","","15.6","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-20","2013","01","20","","4.5","","2.6","","3.6","","14.4","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-21","2013","01","21","","3.2","","0.3","","1.8","","16.2","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-22","2013","01","22","","3.8","","-1.1","","1.4","","16.6","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-23","2013","01","23","","5.4","","3.6","","4.5","","13.5","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-24","2013","01","24","","6.3","","4.0","","5.2","","12.8","","0.0","","","M","","M","","M","","","10","","41",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-25","2013","01","25","","7.8","","4.1","","6.0","","12.0","","0.0","","","M","","M","","M","","","10","","39",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-26","2013","01","26","","5.9","","4.3","","5.1","","12.9","","0.0","","","M","","M","","M","","","12","","39",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-27","2013","01","27","","6.1","","3.9","","5.0","","13.0","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-28","2013","01","28","","5.7","","3.9","","4.8","","13.2","","0.0","","","M","","M","","M","","","30","","43",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-29","2013","01","29","","6.3","","4.9","","5.6","","12.4","","0.0","","","M","","M","","M","","","29","","35",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-30","2013","01","30","","5.7","","4.7","","5.2","","12.8","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-01-31","2013","01","31","","8.3","","5.0","","6.7","","11.3","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-02-01","2013","02","01","","7.5","","5.3","","6.4","","11.6","","0.0","","","M","","M","","M","","","","","<31",""
"-123.30","49.11","SANDHEADS CS","1107010","2013-02-02","2013","02","02","","6.5","","3.9","","5.2","","12.8","","0.0","","","M","","M","","M","","","","","<31",""
