Date/Time,Year,Month,Day,Along_Strait_Wind
2018-09-03,2018,9,3,-59.887401229922226
2018-09-04,2018,9,4,-40.84398262176157
2018-09-05,2018,9,5,-34.8668144332111
2018-09-07,2018,9,7,35.22353790442665
2018-09-08,2018,9,8,32.874425037027606
2018-09-09,2018,9,9,43.8325667160368
2018-09-10,2018,9,10,35.34600369442935
2018-09-11,2018,9,11,33.53338812035605
2018-09-14,2018,9,14,30.882035640844112
2018-09-15,2018,9,15,39.84778792366982
2018-09-16,2018,9,16,44.40908156479585
2018-09-17,2018,9,17,-29.943700614961113
2018-09-19,2018,9,19,-29.943700614961113
2018-09-20,2018,9,20,20.64875170863766
2018-09-21,2018,9,21,28.99137802864845
2018-09-22,2018,9,22,39.84778792366982
2018-09-25,2018,9,25,-32.874425037027606
2018-09-26,2018,9,26,-39.84778792366982
2018-09-27,2018,9,27,-40.84398262176157
2018-09-28,2018,9,28,-43.8325667160368
2018-09-29,2018,9,29,-2.96329525342038
2018-09-30,2018,9,30,43.466662183008076
2019-06-01,2019,6,1,34.4396959073927
2019-06-02,2019,6,2,-43.502773777759195
2019-06-03,2019,6,3,32.6270803333194
2019-06-04,2019,6,4,29.001849185172798
2019-06-05,2019,6,5,11.905676074715954
2019-06-06,2019,6,6,12.682133210023515
2019-06-08,2019,6,8,29.908156972209447
2019-06-10,2019,6,10,-33.87061973511935
2019-06-11,2019,6,11,-46.82115081031204
2019-06-12,2019,6,12,-32.874425037027606
2019-06-13,2019,6,13,-37.15861926850265
2019-06-14,2019,6,14,-41.6901582036859
2019-06-16,2019,6,16,35.86300913130284
2019-06-17,2019,6,17,35.86300913130284
2019-06-19,2019,6,19,-62.535237305528845
2019-06-20,2019,6,20,-53.47215943516235
2019-06-22,2019,6,22,29.489473594403705
2019-06-23,2019,6,23,29.001849185172798
2019-06-27,2019,6,27,39.84778792366982
2019-06-30,2019,6,30,-29.943700614961113
2019-07-02,2019,7,2,41.53481053042994
2019-07-03,2019,7,3,29.943700614961116
2019-07-05,2019,7,5,31.875552267539256
2019-07-10,2019,7,10,36.85920382939459
2019-07-13,2019,7,13,28.09554139813615
2019-07-17,2019,7,17,45.87251448018354
2019-07-18,2019,7,18,-52.159994619609684
2019-07-19,2019,7,19,-47.33036548816434
2019-08-01,2019,8,1,37.671107225273666
2019-08-02,2019,8,2,43.41505834731657
2019-08-03,2019,8,3,-32.84147809382832
2019-08-04,2019,8,4,-40.84398262176157
2019-08-07,2019,8,7,36.85920382939459
2019-08-08,2019,8,8,45.82495611222029
2019-08-09,2019,8,9,40.56888470414087
2019-08-10,2019,8,10,31.875552267539256
2019-08-16,2019,8,16,-41.84017731985331
2019-08-18,2019,8,18,40.84398262176157
2019-08-19,2019,8,19,31.72077254628275
2019-08-21,2019,8,21,-41.6901582036859
2019-08-22,2019,8,22,-52.565851648125694
2019-08-25,2019,8,25,-49.84692828701575
2019-08-26,2019,8,26,-34.77332974640645
2019-08-27,2019,8,27,-42.83637201794506
2019-08-28,2019,8,28,-42.83637201794506
2019-08-30,2019,8,30,30.882035640844112
2019-09-02,2019,9,2,-30.882035640844112
2019-09-05,2019,9,5,-35.86300913130284
2019-09-06,2019,9,6,33.53338812035605
2019-09-07,2019,9,7,38.0649270555393
2019-09-08,2019,9,8,36.252311481465995
2019-09-11,2019,9,11,34.8668144332111
2019-09-12,2019,9,12,40.783850416649244
2019-09-13,2019,9,13,36.252311481465995
2019-09-14,2019,9,14,44.40908156479585
2019-09-15,2019,9,15,39.8775426296126
2019-09-17,2019,9,17,60.72262173145555
2019-09-18,2019,9,18,-38.637033051562724
2019-09-22,2019,9,22,-27.851169505825723
2019-09-23,2019,9,23,40.84398262176157
2019-09-24,2019,9,24,-33.53338812035605
2019-09-25,2019,9,25,-40.783850416649244
2019-09-26,2019,9,26,-56.1910827962723
2019-09-27,2019,9,27,-41.012193308819754
2019-09-28,2019,9,28,-16.059493946146574
2019-09-29,2019,9,29,26.95809250849917
